user_id,plan_price,will_churn_14d,week_start,active_days_week,total_minutes_week,sessions_week,payment_attempts_week,payment_failures_week
U000373,799.0,0,2026-01-26,3.0,205.78,13.0,0.0,0.0
U000374,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000375,799.0,0,2026-01-26,3.0,148.88,11.0,0.0,0.0
U000376,499.0,0,2026-01-26,1.0,28.48,3.0,0.0,0.0
U000377,799.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000378,299.0,0,2026-01-26,3.0,83.18,4.0,0.0,0.0
U000379,499.0,0,2026-01-26,2.0,62.79,2.0,0.0,0.0
U000380,499.0,0,2026-01-26,1.0,52.54,6.0,0.0,0.0
U000381,799.0,0,2026-01-26,1.0,13.54,1.0,0.0,0.0
U000382,299.0,0,2026-01-26,1.0,36.99,4.0,0.0,0.0
U000383,299.0,0,2026-01-26,2.0,120.23,5.0,0.0,0.0
U000384,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000385,499.0,0,2026-01-26,4.0,132.68,6.0,0.0,0.0
U000386,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000387,499.0,0,2026-01-26,4.0,115.8,9.0,0.0,0.0
U000388,799.0,0,2026-01-26,3.0,111.66,3.0,0.0,0.0
U000389,499.0,0,2026-01-26,2.0,34.25,3.0,0.0,0.0
U000390,499.0,0,2026-01-26,3.0,79.46000000000001,7.0,0.0,0.0
U000391,299.0,0,2026-01-26,2.0,69.24,3.0,0.0,0.0
U000392,299.0,0,2026-01-26,4.0,152.65,7.0,0.0,0.0
U000393,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000394,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000395,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000396,299.0,0,2026-01-26,4.0,104.14,8.0,0.0,0.0
U000397,299.0,0,2026-01-26,2.0,35.91,3.0,0.0,0.0
U000398,499.0,0,2026-01-26,4.0,103.33,6.0,0.0,0.0
U000399,299.0,0,2026-01-26,4.0,84.28,7.0,0.0,0.0
U000400,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000401,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000402,499.0,0,2026-01-26,2.0,70.41,3.0,0.0,0.0
U000403,799.0,0,2026-01-26,1.0,33.42,1.0,0.0,0.0
U000404,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000405,299.0,0,2026-01-26,2.0,30.28,3.0,0.0,0.0
U000406,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000407,799.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000408,299.0,0,2026-01-26,3.0,76.41,7.0,0.0,0.0
U000409,499.0,0,2026-01-26,3.0,83.71000000000001,6.0,0.0,0.0
U000410,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000411,799.0,0,2026-01-26,5.0,136.88,11.0,0.0,0.0
U000412,299.0,0,2026-01-26,2.0,35.879999999999995,4.0,0.0,0.0
U000413,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000414,499.0,0,2026-01-26,4.0,98.45,8.0,0.0,0.0
U000415,299.0,0,2026-01-26,3.0,82.0,4.0,0.0,0.0
U000416,299.0,0,2026-01-26,1.0,16.33,1.0,0.0,0.0
U000417,299.0,0,2026-01-26,4.0,128.39,13.0,0.0,0.0
U000418,299.0,0,2026-01-26,1.0,17.26,1.0,0.0,0.0
U000419,499.0,0,2026-01-26,2.0,26.55,2.0,0.0,0.0
U000420,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000421,799.0,0,2026-01-26,5.0,289.29,13.0,0.0,0.0
U000422,799.0,0,2026-01-26,4.0,122.58,8.0,0.0,0.0
U000423,499.0,0,2026-01-26,1.0,36.72,3.0,0.0,0.0
U000424,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000425,799.0,0,2026-01-26,3.0,72.4,4.0,0.0,0.0
U000426,299.0,0,2026-01-26,3.0,116.9,5.0,0.0,0.0
U000427,799.0,0,2026-01-26,2.0,50.63,3.0,0.0,0.0
U000428,799.0,0,2026-01-26,3.0,298.75,14.0,0.0,0.0
U000429,299.0,0,2026-01-26,2.0,85.92,4.0,0.0,0.0
U000430,799.0,0,2026-01-26,2.0,75.67,5.0,0.0,0.0
U000431,299.0,0,2026-01-26,3.0,88.92,5.0,0.0,0.0
U000432,299.0,0,2026-01-26,1.0,35.04,1.0,0.0,0.0
U000433,499.0,0,2026-01-26,4.0,157.88,15.0,0.0,0.0
U000434,299.0,0,2026-01-26,2.0,64.13,3.0,0.0,0.0
U000435,799.0,0,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000436,499.0,0,2026-01-26,3.0,111.25,4.0,0.0,0.0
U000437,299.0,0,2026-01-26,2.0,33.47,3.0,0.0,0.0
U000438,299.0,0,2026-01-26,3.0,107.61,9.0,0.0,0.0
U000439,299.0,0,2026-01-26,2.0,25.57,2.0,0.0,0.0
U000440,499.0,0,2026-01-26,1.0,71.91,2.0,0.0,0.0
U000441,299.0,1,2026-01-26,1.0,13.34,1.0,0.0,0.0
U000442,499.0,0,2026-01-26,2.0,63.49,4.0,0.0,0.0
U000443,499.0,0,2026-01-26,2.0,63.18000000000001,7.0,0.0,0.0
U000444,299.0,0,2026-01-26,2.0,104.17,8.0,0.0,0.0
U000445,299.0,0,2026-01-26,1.0,5.04,2.0,0.0,0.0
U000446,499.0,0,2026-01-26,3.0,86.16,5.0,0.0,0.0
U000447,499.0,0,2026-01-26,1.0,35.57,1.0,0.0,0.0
U000448,799.0,0,2026-01-26,2.0,65.43,4.0,0.0,0.0
U000449,499.0,0,2026-01-26,2.0,42.35,2.0,0.0,0.0
U000450,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000451,299.0,0,2026-01-26,3.0,28.96,3.0,0.0,0.0
U000452,499.0,1,2026-01-26,2.0,77.12,5.0,0.0,0.0
U000453,499.0,0,2026-01-26,3.0,38.02,4.0,0.0,0.0
U000454,499.0,0,2026-01-26,2.0,55.26,7.0,0.0,0.0
U000455,299.0,0,2026-01-26,1.0,17.31,1.0,0.0,0.0
U000456,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000457,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000458,299.0,0,2026-01-26,2.0,52.540000000000006,2.0,0.0,0.0
U000459,299.0,0,2026-01-26,5.0,186.51,8.0,0.0,0.0
U000460,499.0,0,2026-01-26,3.0,70.78999999999999,7.0,0.0,0.0
U000461,299.0,0,2026-01-26,2.0,84.28,2.0,0.0,0.0
U000462,299.0,0,2026-01-26,2.0,32.03,2.0,0.0,0.0
U000463,299.0,0,2026-01-26,2.0,63.91,5.0,0.0,0.0
U000464,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000465,299.0,0,2026-01-26,3.0,99.83,9.0,0.0,0.0
U000466,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000467,499.0,0,2026-01-26,4.0,165.82,8.0,0.0,0.0
U000468,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000469,799.0,0,2026-01-26,4.0,232.51,13.0,0.0,0.0
U000470,299.0,0,2026-01-26,2.0,64.23,3.0,0.0,0.0
U000471,299.0,0,2026-01-26,3.0,43.55,3.0,0.0,0.0
U000472,299.0,0,2026-01-26,2.0,30.38,4.0,0.0,0.0
U000473,299.0,0,2026-01-26,1.0,22.55,1.0,0.0,0.0
U000474,499.0,0,2026-01-26,1.0,19.87,1.0,0.0,0.0
U000475,299.0,0,2026-01-26,2.0,23.130000000000003,2.0,0.0,0.0
U000476,799.0,0,2026-01-26,2.0,80.62,4.0,0.0,0.0
U000477,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000478,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000479,299.0,0,2026-01-26,3.0,84.42,5.0,0.0,0.0
U000480,299.0,0,2026-01-26,1.0,22.65,2.0,0.0,0.0
U000481,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000482,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000483,499.0,0,2026-01-26,4.0,95.43,4.0,0.0,0.0
U000484,799.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000485,499.0,0,2026-01-26,2.0,19.08,2.0,0.0,0.0
U000486,299.0,0,2026-01-26,3.0,74.11,6.0,0.0,0.0
U000487,499.0,0,2026-01-26,3.0,87.42999999999999,6.0,0.0,0.0
U000488,499.0,0,2026-01-26,4.0,166.2,10.0,0.0,0.0
U000489,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000490,499.0,0,2026-01-26,3.0,86.66,8.0,0.0,0.0
U000491,299.0,0,2026-01-26,1.0,22.68,2.0,0.0,0.0
U000492,299.0,0,2026-01-26,1.0,25.27,1.0,0.0,0.0
U000493,299.0,0,2026-01-26,3.0,102.28,4.0,0.0,0.0
U000494,499.0,0,2026-01-26,3.0,73.47999999999999,5.0,0.0,0.0
U000495,499.0,0,2026-01-26,2.0,31.81,3.0,0.0,0.0
U000496,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000497,799.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000498,299.0,0,2026-01-26,2.0,69.02000000000001,3.0,0.0,0.0
U000499,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000500,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000501,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000502,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000503,299.0,1,2026-01-26,1.0,31.66,5.0,0.0,0.0
U000504,799.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000505,799.0,0,2026-01-26,3.0,85.04,9.0,0.0,0.0
U000506,299.0,0,2026-01-26,1.0,17.06,2.0,0.0,0.0
U000507,299.0,0,2026-01-26,4.0,107.83,7.0,0.0,0.0
U000508,799.0,0,2026-01-26,2.0,42.84,4.0,0.0,0.0
U000509,799.0,0,2026-01-26,4.0,173.15,7.0,0.0,0.0
U000510,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000511,799.0,0,2026-01-26,4.0,187.58,14.0,0.0,0.0
U000512,799.0,0,2026-01-26,3.0,44.41,3.0,0.0,0.0
U000513,299.0,0,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000514,499.0,0,2026-01-26,2.0,28.81,3.0,0.0,0.0
U000515,299.0,0,2026-01-26,1.0,31.28,1.0,0.0,0.0
U000516,299.0,0,2026-01-26,4.0,113.76,12.0,0.0,0.0
U000517,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000518,799.0,0,2026-01-26,4.0,161.15,11.0,0.0,0.0
U000519,499.0,0,2026-01-26,2.0,64.27000000000001,6.0,0.0,0.0
U000520,499.0,0,2026-01-26,2.0,67.39,3.0,0.0,0.0
U000521,499.0,0,2026-01-26,4.0,143.0,6.0,0.0,0.0
U000522,499.0,0,2026-01-26,3.0,117.71,9.0,0.0,0.0
U000523,299.0,0,2026-01-26,4.0,120.98,9.0,0.0,0.0
U000524,799.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000525,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000526,299.0,0,2026-01-26,3.0,65.95,5.0,0.0,0.0
U000527,799.0,1,2026-01-26,1.0,33.81,3.0,0.0,0.0
U000528,799.0,0,2026-01-26,4.0,175.87,9.0,0.0,0.0
U000529,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000530,299.0,0,2026-01-26,4.0,115.01,8.0,0.0,0.0
U000531,299.0,0,2026-01-26,2.0,19.57,5.0,0.0,0.0
U000532,499.0,0,2026-01-26,1.0,12.21,2.0,0.0,0.0
U000533,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000534,499.0,0,2026-01-26,2.0,35.16,4.0,0.0,0.0
U000535,499.0,0,2026-01-26,3.0,151.93,7.0,0.0,0.0
U000536,499.0,0,2026-01-26,1.0,8.47,1.0,0.0,0.0
U000537,799.0,0,2026-01-26,3.0,89.75,6.0,0.0,0.0
U000538,299.0,0,2026-01-26,2.0,34.84,2.0,0.0,0.0
U000539,499.0,0,2026-01-26,3.0,56.27,5.0,0.0,0.0
U000540,499.0,0,2026-01-26,3.0,66.3,5.0,0.0,0.0
U000541,299.0,0,2026-01-26,2.0,73.71000000000001,2.0,0.0,0.0
U000542,499.0,0,2026-01-26,1.0,11.45,1.0,0.0,0.0
U000543,499.0,0,2026-01-26,1.0,22.04,1.0,0.0,0.0
U000544,299.0,0,2026-01-26,3.0,97.34,6.0,0.0,0.0
U000545,299.0,0,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000546,799.0,0,2026-01-26,2.0,82.0,2.0,0.0,0.0
U000547,499.0,0,2026-01-26,1.0,30.89,1.0,0.0,0.0
U000548,299.0,0,2026-01-26,3.0,71.99,5.0,0.0,0.0
U000549,799.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000550,299.0,0,2026-01-26,4.0,223.16,13.0,0.0,0.0
U000551,299.0,0,2026-01-26,4.0,142.59,8.0,0.0,0.0
U000552,499.0,0,2026-01-26,4.0,84.27000000000001,4.0,0.0,0.0
U000553,799.0,0,2026-01-26,4.0,104.88,9.0,0.0,0.0
U000554,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000555,299.0,0,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000556,299.0,0,2026-01-26,3.0,65.71000000000001,5.0,0.0,0.0
U000557,499.0,0,2026-01-26,1.0,13.65,2.0,0.0,0.0
U000558,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000559,799.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000560,799.0,0,2026-01-26,3.0,63.27,4.0,0.0,0.0
U000561,499.0,0,2026-01-26,1.0,23.21,7.0,0.0,0.0
U000562,499.0,0,2026-01-26,4.0,230.68,16.0,0.0,0.0
U000563,499.0,0,2026-01-26,2.0,144.2745762407575,2.0,0.0,0.0
U000564,499.0,0,2026-01-26,1.0,28.01,2.0,0.0,0.0
U000565,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000566,499.0,0,2026-01-26,2.0,58.41,4.0,0.0,0.0
U000567,799.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000568,299.0,0,2026-01-26,4.0,320.96177500000164,14.0,0.0,0.0
U000569,499.0,0,2026-01-26,1.0,46.35,6.0,0.0,0.0
U000570,499.0,0,2026-01-26,2.0,89.96000000000001,6.0,0.0,0.0
U000571,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000572,299.0,0,2026-01-26,1.0,26.16,3.0,0.0,0.0
U000573,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000574,499.0,0,2026-01-26,2.0,21.42,2.0,0.0,0.0
U000575,299.0,0,2026-01-26,2.0,64.55,5.0,0.0,0.0
U000576,499.0,0,2026-01-26,5.0,273.81,14.0,0.0,0.0
U000577,299.0,0,2026-01-26,1.0,15.48,3.0,0.0,0.0
U000578,499.0,0,2026-01-26,3.0,132.82999999999998,10.0,0.0,0.0
U000579,499.0,0,2026-01-26,1.0,16.58,2.0,0.0,0.0
U000580,799.0,0,2026-01-26,3.0,110.57,4.0,0.0,0.0
U000581,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000582,799.0,0,2026-01-26,3.0,95.41,9.0,0.0,0.0
U000583,299.0,0,2026-01-26,1.0,11.81,1.0,0.0,0.0
U000584,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000585,299.0,0,2026-01-26,1.0,29.44,1.0,0.0,0.0
U000586,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000587,299.0,0,2026-01-26,4.0,110.13,12.0,0.0,0.0
U000588,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000589,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000590,799.0,0,2026-01-26,5.0,141.69,5.0,0.0,0.0
U000591,299.0,0,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000592,299.0,0,2026-01-26,1.0,19.91,1.0,0.0,0.0
U000593,299.0,0,2026-01-26,4.0,101.27,9.0,0.0,0.0
U000594,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000595,499.0,0,2026-01-26,2.0,107.56,5.0,0.0,0.0
U000596,799.0,0,2026-01-26,3.0,221.84,13.0,0.0,0.0
U000597,799.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000598,799.0,0,2026-01-26,4.0,220.43,9.0,0.0,0.0
U000599,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000600,299.0,0,2026-01-26,3.0,53.150000000000006,3.0,0.0,0.0
U000601,499.0,0,2026-01-26,4.0,100.35,8.0,0.0,0.0
U000602,499.0,0,2026-01-26,2.0,39.31,3.0,0.0,0.0
U000603,299.0,0,2026-01-26,3.0,130.05,7.0,0.0,0.0
U000604,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000605,799.0,0,2026-01-26,5.0,203.05,13.0,0.0,0.0
U000606,499.0,0,2026-01-26,2.0,40.65,4.0,0.0,0.0
U000607,799.0,0,2026-01-26,3.0,134.70999999999998,11.0,0.0,0.0
U000608,299.0,0,2026-01-26,1.0,22.38,1.0,0.0,0.0
U000609,499.0,1,2026-01-26,2.0,36.27,4.0,0.0,0.0
U000610,499.0,0,2026-01-26,2.0,80.97999999999999,5.0,0.0,0.0
U000611,299.0,0,2026-01-26,3.0,74.94,4.0,0.0,0.0
U000612,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000613,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000614,799.0,0,2026-01-26,3.0,120.03,8.0,0.0,0.0
U000615,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000616,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000617,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000618,299.0,0,2026-01-26,3.0,215.17,7.0,0.0,0.0
U000619,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000620,499.0,0,2026-01-26,2.0,59.48,2.0,0.0,0.0
U000621,299.0,0,2026-01-26,1.0,12.49,3.0,0.0,0.0
U000622,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000623,499.0,0,2026-01-26,3.0,83.68,5.0,0.0,0.0
U000624,499.0,0,2026-01-26,3.0,66.46,4.0,0.0,0.0
U000625,499.0,0,2026-01-26,3.0,206.06177500000163,13.0,0.0,0.0
U000626,299.0,0,2026-01-26,4.0,114.6,8.0,0.0,0.0
U000627,799.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000628,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000629,499.0,0,2026-01-26,5.0,255.71,13.0,0.0,0.0
U000630,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000631,299.0,0,2026-01-26,2.0,94.04,7.0,0.0,0.0
U000632,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000633,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000634,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000635,299.0,0,2026-01-26,2.0,50.65,3.0,0.0,0.0
U000636,499.0,0,2026-01-26,3.0,110.32,3.0,0.0,0.0
U000637,299.0,0,2026-01-26,1.0,28.64,1.0,0.0,0.0
U000638,499.0,0,2026-01-26,1.0,20.68,1.0,0.0,0.0
U000639,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000640,499.0,0,2026-01-26,2.0,84.67,6.0,0.0,0.0
U000641,499.0,0,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000642,799.0,0,2026-01-26,4.0,111.62,6.0,0.0,0.0
U000643,499.0,0,2026-01-26,1.0,21.97,1.0,0.0,0.0
U000644,499.0,0,2026-01-26,3.0,91.86,4.0,0.0,0.0
U000645,299.0,0,2026-01-26,1.0,7.02,2.0,0.0,0.0
U000646,499.0,0,2026-01-26,4.0,98.32,9.0,0.0,0.0
U000647,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000648,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000649,299.0,0,2026-01-26,1.0,6.96,2.0,0.0,0.0
U000650,499.0,0,2026-01-26,2.0,70.85,4.0,0.0,0.0
U000651,299.0,0,2026-01-26,3.0,75.87,4.0,0.0,0.0
U000652,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000653,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000654,499.0,0,2026-01-26,3.0,50.05,6.0,0.0,0.0
U000655,299.0,0,2026-01-26,4.0,204.92,8.0,0.0,0.0
U000656,299.0,0,2026-01-26,1.0,9.95,1.0,0.0,0.0
U000657,799.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000658,299.0,0,2026-01-26,3.0,33.42,3.0,0.0,0.0
U000659,499.0,0,2026-01-26,1.0,55.95,2.0,0.0,0.0
U000660,299.0,0,2026-01-26,1.0,10.91,2.0,0.0,0.0
U000661,299.0,0,2026-01-26,2.0,13.93,2.0,0.0,0.0
U000662,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000663,299.0,0,2026-01-26,4.0,83.56,5.0,0.0,0.0
U000664,499.0,0,2026-01-26,2.0,43.89,5.0,0.0,0.0
U000665,299.0,0,2026-01-26,2.0,36.03,2.0,0.0,0.0
U000666,299.0,0,2026-01-26,4.0,246.74,19.0,0.0,0.0
U000667,299.0,0,2026-01-26,1.0,9.82,3.0,0.0,0.0
U000668,299.0,0,2026-01-26,1.0,11.42,2.0,0.0,0.0
U000669,299.0,0,2026-01-26,2.0,44.34,7.0,0.0,0.0
U000670,499.0,0,2026-01-26,3.0,94.33,9.0,0.0,0.0
U000671,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000672,299.0,0,2026-01-26,3.0,86.97,6.0,0.0,0.0
U000673,499.0,0,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000674,499.0,0,2026-01-26,1.0,21.47,1.0,0.0,0.0
U000675,499.0,0,2026-01-26,3.0,122.31,13.0,0.0,0.0
U000676,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000677,299.0,0,2026-01-26,3.0,59.24,4.0,0.0,0.0
U000678,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000679,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000680,499.0,0,2026-01-26,1.0,13.11,2.0,0.0,0.0
U000681,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000682,499.0,0,2026-01-26,4.0,257.48,11.0,0.0,0.0
U000683,499.0,0,2026-01-26,3.0,78.07,10.0,0.0,0.0
U000684,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000685,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000686,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000687,499.0,0,2026-01-26,5.0,205.17,10.0,0.0,0.0
U000688,299.0,0,2026-01-26,1.0,4.99,1.0,0.0,0.0
U000689,299.0,0,2026-01-26,1.0,10.91,2.0,0.0,0.0
U000690,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000691,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000692,499.0,0,2026-01-26,2.0,42.54,3.0,0.0,0.0
U000693,499.0,0,2026-01-26,5.0,293.73,13.0,0.0,0.0
U000694,799.0,0,2026-01-26,3.0,119.31,8.0,0.0,0.0
U000695,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000696,799.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000697,799.0,0,2026-01-26,2.0,87.91,8.0,0.0,0.0
U000698,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000699,299.0,0,2026-01-26,1.0,18.48,1.0,0.0,0.0
U000700,299.0,0,2026-01-26,2.0,37.01,2.0,0.0,0.0
U000701,799.0,0,2026-01-26,3.0,73.03999999999999,5.0,0.0,0.0
U000702,499.0,0,2026-01-26,2.0,83.39,2.0,0.0,0.0
U000703,299.0,0,2026-01-26,1.0,43.27,2.0,0.0,0.0
U000704,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000705,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000706,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000707,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000708,799.0,0,2026-01-26,1.0,47.04,1.0,0.0,0.0
U000709,299.0,0,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000710,499.0,0,2026-01-26,1.0,15.6,1.0,0.0,0.0
U000711,499.0,0,2026-01-26,2.0,47.63,2.0,0.0,0.0
U000712,799.0,0,2026-01-26,2.0,133.01,5.0,0.0,0.0
U000713,299.0,0,2026-01-26,2.0,30.85,4.0,0.0,0.0
U000714,799.0,0,2026-01-26,2.0,41.1,4.0,0.0,0.0
U000715,299.0,0,2026-01-26,4.0,93.83,5.0,0.0,0.0
U000716,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000717,499.0,0,2026-01-26,2.0,23.4,2.0,0.0,0.0
U000718,499.0,0,2026-01-26,3.0,70.41,3.0,0.0,0.0
U000719,499.0,1,2026-01-26,2.0,80.53,3.0,0.0,0.0
U000720,299.0,0,2026-01-26,1.0,14.52,1.0,0.0,0.0
U000721,799.0,0,2026-01-26,3.0,163.33,11.0,0.0,0.0
U000722,299.0,1,2026-01-26,1.0,6.89,4.0,0.0,0.0
U000723,499.0,0,2026-01-26,3.0,73.66,7.0,0.0,0.0
U000724,299.0,0,2026-01-26,2.0,41.67,3.0,0.0,0.0
U000725,299.0,0,2026-01-26,3.0,68.58,4.0,0.0,0.0
U000726,299.0,0,2026-01-26,3.0,102.77,9.0,0.0,0.0
U000727,299.0,0,2026-01-26,2.0,79.52000000000001,5.0,0.0,0.0
U000728,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000729,499.0,0,2026-01-26,4.0,156.54,10.0,0.0,0.0
U000730,799.0,0,2026-01-26,2.0,70.12,9.0,0.0,0.0
U000731,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000732,499.0,0,2026-01-26,4.0,85.37,4.0,0.0,0.0
U000733,299.0,0,2026-01-26,4.0,140.67,10.0,0.0,0.0
U000734,499.0,0,2026-01-26,3.0,48.9,4.0,0.0,0.0
U000735,799.0,0,2026-01-26,4.0,140.62,7.0,0.0,0.0
U000736,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000737,499.0,0,2026-01-26,4.0,113.02,10.0,0.0,0.0
U000738,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000739,299.0,0,2026-01-26,2.0,39.7,2.0,0.0,0.0
U000740,299.0,0,2026-01-26,2.0,52.35,3.0,0.0,0.0
U000741,499.0,0,2026-01-26,3.0,129.69,10.0,0.0,0.0
U000742,799.0,0,2026-01-26,4.0,172.61,5.0,0.0,0.0
U000743,499.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000744,299.0,0,2026-01-26,2.0,19.71,3.0,0.0,0.0
U000745,299.0,1,2026-01-26,0.0,0.0,0.0,0.0,0.0
U000746,299.0,0,2026-01-26,3.0,32.82,6.0,0.0,0.0
