user_id,signup_date,city_tier,segment,preferred_device,acquisition_channel,last_active_date,tenure_days,engagement_band
U000427,2025-12-07,2,regular,web,search,2026-01-30,54,high
U000428,2025-11-22,2,premium,mobile,search,2026-01-30,69,high
U000429,2025-05-11,3,regular,web,paid_social,2026-01-30,264,high
U000430,2025-10-31,2,premium,web,organic,2026-01-30,91,high
U000431,2025-05-26,2,regular,mobile,search,2026-01-30,249,high
U000432,2025-11-06,3,value,mobile,organic,2026-01-30,85,low
U000433,2025-11-28,2,regular,mobile,search,2026-01-30,63,med
U000434,2025-06-06,2,regular,mobile,email,2026-01-30,238,high
U000435,2025-08-21,1,premium,web,paid_social,2026-01-30,162,high
U000436,2025-06-05,1,regular,web,email,2026-01-30,239,high
U000437,2025-09-24,2,value,mobile,paid_social,2026-01-30,128,low
U000438,2025-12-23,2,value,mobile,paid_social,2026-01-30,38,med
U000439,2025-05-25,2,value,mobile,paid_social,2026-01-30,250,med
U000440,2025-08-12,2,regular,web,paid_social,2026-01-30,171,high
U000441,2026-01-04,3,value,web,search,2026-01-30,26,low
U000442,2025-07-19,3,regular,web,organic,2026-01-30,195,med
U000443,2025-06-07,1,regular,mobile,search,2026-01-30,237,med
U000444,2025-09-04,2,regular,mobile,organic,2026-01-30,148,med
U000445,2025-09-09,2,value,web,search,2026-01-30,143,med
U000446,2025-10-18,2,regular,web,organic,2026-01-30,104,med
U000447,2025-07-22,1,value,web,search,2026-01-30,192,low
U000448,2025-12-30,3,premium,web,organic,2026-01-30,31,high
U000449,2025-09-12,3,value,mobile,organic,2026-01-30,140,low
U000450,2025-07-15,2,value,mobile,search,2026-01-30,199,low
U000451,2026-01-01,3,value,web,organic,2026-01-30,29,low
U000452,2025-12-23,3,regular,mobile,email,2026-01-30,38,high
U000453,2025-09-07,2,value,mobile,search,2026-01-30,145,med
U000454,2025-05-11,2,regular,web,search,2026-01-30,264,high
U000455,2025-10-01,2,regular,web,organic,2026-01-30,121,med
U000456,2025-09-21,3,regular,web,referral,2026-01-30,131,med
U000457,2025-06-11,1,value,web,paid_social,2026-01-30,233,low
U000458,2025-10-11,2,value,web,search,2026-01-30,111,med
U000459,2025-12-02,3,regular,mobile,organic,2026-01-30,59,high
U000460,2025-05-31,2,value,web,paid_social,2026-01-30,244,low
U000461,2025-11-02,3,regular,web,email,2026-01-30,89,high
U000462,2025-06-09,2,value,mobile,search,2026-01-30,235,low
U000463,2025-11-08,3,regular,web,organic,2026-01-30,83,high
U000464,2025-08-18,3,value,mobile,organic,2026-01-30,165,low
U000465,2025-05-06,2,regular,mobile,organic,2026-01-30,269,high
U000466,2026-01-02,3,value,mobile,paid_social,2026-01-30,28,low
U000467,2025-06-15,2,regular,mobile,email,2026-01-30,229,high
U000468,2025-10-01,2,value,mobile,email,2026-01-30,121,low
U000469,2025-06-19,2,premium,mobile,referral,2026-01-30,225,high
U000470,2025-12-25,3,regular,web,organic,2026-01-30,36,high
U000471,2025-11-06,1,value,web,email,2026-01-30,85,low
U000472,2025-11-22,1,value,web,organic,2026-01-30,69,med
U000473,2025-08-21,2,value,web,organic,2026-01-30,162,low
U000474,2025-08-30,2,value,web,paid_social,2026-01-30,153,med
U000475,2025-10-11,2,value,web,organic,2026-01-30,111,low
U000476,2025-11-17,1,premium,web,referral,2026-01-30,74,high
U000477,2025-12-03,2,regular,web,email,2026-01-30,58,low
U000478,2025-05-09,3,value,web,paid_social,2026-01-30,266,low
U000479,2025-10-18,1,regular,mobile,referral,2026-01-30,104,med
U000480,2025-06-01,2,value,mobile,search,2026-01-30,243,med
U000481,2025-07-16,3,premium,mobile,organic,2026-01-30,198,med
U000482,2025-11-29,1,value,web,referral,2026-01-30,62,low
U000483,2025-07-06,2,regular,mobile,paid_social,2026-01-30,208,high
U000484,2025-11-21,2,regular,mobile,email,2026-01-30,70,low
U000485,2025-08-29,3,value,web,organic,2026-01-30,154,low
U000486,2025-07-02,2,value,mobile,organic,2026-01-30,212,low
U000487,2025-07-27,3,regular,web,search,2026-01-30,187,med
U000488,2025-09-15,1,premium,mobile,paid_social,2026-01-30,137,high
U000489,2025-11-13,2,regular,mobile,referral,2026-01-30,78,low
U000490,2025-10-04,3,regular,web,email,2026-01-30,118,high
U000491,2025-12-25,1,regular,mobile,organic,2026-01-30,36,high
U000492,2025-12-08,1,regular,web,search,2026-01-30,53,high
U000493,2025-11-10,1,regular,web,organic,2026-01-30,81,high
U000494,2025-10-03,3,regular,web,organic,2026-01-30,119,med
U000495,2025-07-16,2,regular,web,search,2026-01-30,198,high
U000496,2025-08-16,2,value,web,paid_social,2026-01-30,167,low
U000497,2025-06-03,2,premium,unknown,search,2026-01-30,241,med
U000498,2025-08-06,2,value,web,search,2026-01-30,177,low
U000499,2025-12-23,2,value,web,paid_social,2026-01-30,38,low
U000500,2025-08-19,2,regular,mobile,referral,2026-01-30,164,low
U000501,2025-06-02,2,value,web,organic,2026-01-30,242,low
U000502,2025-10-15,1,value,web,search,2026-01-30,107,low
U000503,2026-01-01,3,value,mobile,paid_social,2026-01-30,29,high
U000504,2025-12-08,3,regular,mobile,paid_social,2026-01-30,53,med
U000505,2025-07-12,2,regular,web,referral,2026-01-30,202,high
U000506,2025-08-26,2,value,web,organic,2026-01-30,157,low
U000507,2025-09-15,1,value,mobile,search,2026-01-30,137,low
U000508,2025-07-06,3,regular,mobile,email,2026-01-30,208,high
U000509,2025-07-11,3,premium,web,search,2026-01-30,203,high
U000510,2025-07-03,3,value,web,search,2026-01-30,211,low
U000511,2026-01-09,2,premium,web,email,2026-01-30,21,high
U000512,2025-11-08,1,premium,mobile,organic,2026-01-30,83,high
U000513,2025-12-02,1,value,mobile,paid_social,2026-01-30,59,low
U000514,2025-11-25,1,regular,mobile,referral,2026-01-30,66,med
U000515,2025-12-31,1,regular,web,organic,2026-01-30,30,med
U000516,2025-05-31,1,regular,mobile,paid_social,2026-01-30,244,high
U000517,2025-12-12,3,regular,mobile,search,2026-01-30,49,low
U000518,2025-05-21,1,regular,web,referral,2026-01-30,254,med
U000519,2025-09-01,1,regular,mobile,email,2026-01-30,151,med
U000520,2025-10-01,3,regular,web,referral,2026-01-30,121,med
U000521,2025-08-02,2,premium,web,organic,2026-01-30,181,high
U000522,2025-06-10,3,regular,mobile,paid_social,2026-01-30,234,high
U000523,2025-06-22,2,regular,web,email,2026-01-30,222,high
U000524,2025-11-27,3,premium,mobile,paid_social,2026-01-30,64,med
U000525,2025-07-23,2,value,web,paid_social,2026-01-30,191,low
U000526,2025-07-21,2,value,web,organic,2026-01-30,193,med
U000527,2025-12-22,2,regular,web,referral,2026-01-30,39,med
U000528,2025-06-10,2,premium,web,organic,2026-01-30,234,high
U000529,2025-12-20,2,value,web,organic,2026-01-30,41,low
U000530,2025-12-22,2,regular,mobile,email,2026-01-30,39,med
U000531,2025-10-02,1,value,web,email,2026-01-30,120,low
U000532,2025-06-15,3,value,web,email,2026-01-30,229,med
U000533,2025-06-13,2,regular,mobile,search,2026-01-30,231,low
U000534,2025-07-15,1,value,web,organic,2026-01-30,199,low
U000535,2025-09-26,1,premium,mobile,search,2026-01-30,126,high
U000536,2025-06-12,3,value,web,organic,2026-01-30,232,med
U000537,2025-08-27,2,premium,web,referral,2026-01-30,156,high
U000538,2025-06-02,2,value,mobile,search,2026-01-30,242,med
U000539,2025-09-17,3,premium,mobile,search,2026-01-30,135,high
U000540,2025-05-10,1,regular,mobile,organic,2026-01-30,265,high
U000541,2025-10-29,3,value,web,search,2026-01-30,93,med
U000542,2025-05-18,2,value,web,referral,2026-01-30,257,low
U000543,2025-06-22,1,value,mobile,paid_social,2026-01-30,222,low
U000544,2025-06-17,2,regular,mobile,organic,2026-01-30,227,med
U000545,2025-11-29,3,regular,mobile,organic,2026-01-30,62,high
U000546,2025-05-18,2,regular,mobile,search,2026-01-30,257,high
U000547,2025-08-20,2,regular,mobile,organic,2026-01-30,163,high
U000548,2025-09-30,2,regular,web,email,2026-01-30,122,med
U000549,2025-09-11,2,regular,mobile,paid_social,2026-01-30,141,low
U000550,2025-10-22,2,regular,web,organic,2026-01-30,100,high
U000551,2025-11-22,2,regular,web,referral,2026-01-30,69,high
U000552,2025-08-11,2,regular,mobile,search,2026-01-30,172,med
U000553,2025-11-28,1,premium,web,organic,2026-01-30,63,high
U000554,2025-07-23,2,value,web,search,2026-01-30,191,low
U000555,2026-01-07,2,value,mobile,organic,2026-01-30,23,low
U000556,2025-09-08,2,value,mobile,search,2026-01-30,144,low
U000557,2025-11-05,1,regular,web,referral,2026-01-30,86,med
U000558,2025-12-10,2,value,mobile,email,2026-01-30,51,low
U000559,2025-11-19,2,premium,web,search,2026-01-30,72,high
U000560,2025-12-04,1,regular,mobile,paid_social,2026-01-30,57,high
U000561,2025-09-16,1,regular,web,organic,2026-01-30,136,high
U000562,2025-05-15,2,regular,web,search,2026-01-30,260,high
U000563,2025-09-05,2,value,web,organic,2026-01-30,147,med
U000564,2025-06-19,1,regular,web,search,2026-01-30,225,high
U000565,2025-12-14,3,value,web,organic,2026-01-30,47,low
U000566,2025-07-03,2,regular,web,email,2026-01-30,211,high
U000567,2025-07-01,3,premium,mobile,referral,2026-01-30,213,low
U000568,2025-07-06,2,regular,web,organic,2026-01-30,208,high
U000569,2025-10-13,2,premium,web,paid_social,2026-01-30,109,high
U000570,2025-09-25,2,regular,mobile,organic,2026-01-30,127,high
U000571,2025-12-29,3,regular,unknown,paid_social,2026-01-30,32,med
U000572,2025-08-17,2,regular,mobile,organic,2026-01-30,166,high
U000573,2025-07-14,2,regular,web,organic,2026-01-30,200,low
U000574,2025-05-17,2,value,web,paid_social,2026-01-30,258,low
U000575,2025-05-06,2,value,mobile,search,2026-01-30,269,low
U000576,2025-08-06,1,regular,mobile,search,2026-01-30,177,high
U000577,2025-12-23,2,value,web,search,2026-01-30,38,low
U000578,2025-09-13,2,regular,mobile,organic,2026-01-30,139,high
U000579,2025-12-15,3,regular,mobile,organic,2026-01-30,46,high
U000580,2025-05-30,2,premium,mobile,paid_social,2026-01-30,245,high
U000581,2025-05-28,2,value,web,paid_social,2026-01-30,247,low
U000582,2025-11-30,3,premium,mobile,organic,2026-01-30,61,high
U000583,2025-05-31,2,value,web,search,2026-01-30,244,low
U000584,2025-05-18,1,regular,mobile,paid_social,2026-01-30,257,low
U000585,2025-08-14,1,regular,web,paid_social,2026-01-30,169,med
U000586,2025-12-23,1,value,web,referral,2026-01-30,38,low
U000587,2025-10-25,1,value,web,search,2026-01-30,97,med
U000588,2025-05-29,2,value,mobile,search,2026-01-30,246,low
U000589,2025-12-01,3,regular,mobile,search,2026-01-30,60,low
U000590,2025-12-02,2,regular,mobile,organic,2026-01-30,59,high
U000591,2025-11-21,1,value,mobile,organic,2026-01-30,70,low
U000592,2025-12-17,2,value,mobile,organic,2026-01-30,44,low
U000593,2025-07-04,1,regular,mobile,referral,2026-01-30,210,high
U000594,2026-01-05,3,value,web,organic,2026-01-30,25,low
U000595,2025-07-24,1,regular,mobile,paid_social,2026-01-30,190,med
U000596,2025-11-22,2,premium,unknown,search,2026-01-30,69,high
U000597,2025-09-27,2,regular,web,search,2026-01-30,125,low
U000598,2025-11-16,2,premium,web,referral,2026-01-30,75,high
U000599,2025-10-09,2,regular,web,paid_social,2026-01-30,113,med
U000600,2025-10-13,3,regular,mobile,organic,2026-01-30,109,high
U000601,2025-10-06,1,value,mobile,paid_social,2026-01-30,116,med
U000602,2025-11-16,3,value,web,search,2026-01-30,75,med
U000603,2025-11-06,2,regular,mobile,search,2026-01-30,85,med
U000604,2025-06-07,3,value,web,paid_social,2026-01-30,237,low
U000605,2025-11-28,3,premium,web,paid_social,2026-01-30,63,high
U000606,2025-09-16,3,regular,web,organic,2026-01-30,136,high
U000607,2025-07-25,1,premium,web,email,2026-01-30,189,high
U000608,2025-09-11,2,value,web,paid_social,2026-01-30,141,med
U000609,2026-01-02,2,regular,web,paid_social,2026-01-30,28,med
U000610,2025-12-06,2,regular,web,organic,2026-01-30,55,high
U000611,2025-11-30,2,value,web,organic,2026-01-30,61,med
U000612,2025-08-29,3,regular,mobile,search,2026-01-30,154,med
U000613,2025-11-17,3,regular,web,paid_social,2026-01-30,74,low
U000614,2025-08-09,2,premium,web,search,2026-01-30,174,high
U000615,2025-10-24,2,regular,web,paid_social,2026-01-30,98,med
U000616,2025-10-12,3,value,web,organic,2026-01-30,110,low
U000617,2025-07-06,3,regular,web,paid_social,2026-01-30,208,med
U000618,2025-07-10,1,regular,web,referral,2026-01-30,204,high
U000619,2025-05-20,2,value,mobile,paid_social,2026-01-30,255,low
U000620,2025-06-09,3,regular,mobile,paid_social,2026-01-30,235,high
U000621,2025-08-21,2,value,mobile,referral,2026-01-30,162,med
U000622,2025-09-01,2,value,mobile,organic,2026-01-30,151,low
U000623,2025-06-15,3,regular,web,paid_social,2026-01-30,229,med
U000624,2025-08-17,3,value,web,email,2026-01-30,166,med
U000625,2025-10-03,3,regular,web,search,2026-01-30,119,high
U000626,2025-07-02,3,value,web,organic,2026-01-30,212,med
U000627,2025-07-28,2,regular,web,email,2026-01-30,186,low
U000628,2025-08-05,2,value,web,organic,2026-01-30,178,low
U000629,2025-09-08,2,premium,mobile,organic,2026-01-30,144,high
U000630,2025-08-04,2,value,web,organic,2026-01-30,179,low
U000631,2025-11-05,2,regular,web,search,2026-01-30,86,high
U000632,2025-07-26,2,value,mobile,search,2026-01-30,188,med
U000633,2025-08-21,2,value,web,search,2026-01-30,162,low
U000634,2025-08-08,2,regular,mobile,email,2026-01-30,175,med
U000635,2025-06-19,2,regular,mobile,search,2026-01-30,225,med
U000636,2025-10-24,2,premium,mobile,search,2026-01-30,98,high
U000637,2025-07-03,1,value,web,referral,2026-01-30,211,med
U000638,2025-07-18,1,value,web,referral,2026-01-30,196,med
U000639,2025-11-19,3,regular,mobile,organic,2026-01-30,72,high
U000640,2025-12-29,2,regular,mobile,organic,2026-01-30,32,high
U000641,2025-10-20,1,value,mobile,paid_social,2026-01-30,102,low
U000642,2025-12-21,3,regular,web,referral,2026-01-30,40,med
U000643,2025-12-05,2,regular,web,search,2026-01-30,56,med
U000644,2025-09-02,1,regular,web,organic,2026-01-30,150,high
U000645,2025-11-14,2,value,web,paid_social,2026-01-30,77,med
U000646,2025-07-26,1,regular,web,paid_social,2026-01-30,188,high
U000647,2025-08-28,2,value,mobile,search,2026-01-30,155,low
U000648,2025-09-16,2,regular,web,referral,2026-01-30,136,med
U000649,2026-01-01,1,value,mobile,referral,2026-01-30,29,med
U000650,2025-12-03,1,regular,mobile,paid_social,2026-01-30,58,med
U000651,2025-09-04,2,regular,web,paid_social,2026-01-30,148,high
U000652,2025-10-15,1,regular,web,paid_social,2026-01-30,107,low
U000653,2025-06-24,3,value,mobile,search,2026-01-30,220,low
U000654,2025-11-22,1,value,web,search,2026-01-30,69,med
U000655,2025-09-20,2,regular,web,paid_social,2026-01-30,132,high
U000656,2025-09-15,2,regular,mobile,paid_social,2026-01-30,137,high
U000657,2025-11-13,2,premium,mobile,search,2026-01-30,78,med
U000658,2025-10-10,1,value,mobile,organic,2026-01-30,112,low
U000659,2025-05-23,3,premium,mobile,paid_social,2026-01-30,252,high
U000660,2025-07-16,3,value,web,paid_social,2026-01-30,198,low
U000661,2025-06-18,1,value,mobile,search,2026-01-30,226,low
U000662,2025-11-05,1,value,mobile,search,2026-01-30,86,low
U000663,2025-05-13,3,regular,mobile,organic,2026-01-30,262,high
U000664,2025-06-24,2,value,mobile,email,2026-01-30,220,low
U000665,2025-10-01,1,value,mobile,referral,2026-01-30,121,med
U000666,2025-10-26,1,regular,mobile,search,2026-01-30,96,high
U000667,2025-09-08,2,regular,web,search,2026-01-30,144,med
U000668,2025-12-07,2,value,mobile,paid_social,2026-01-30,54,med
U000669,2025-12-21,2,value,web,search,2026-01-30,40,low
U000670,2025-06-07,3,regular,mobile,email,2026-01-30,237,high
U000671,2025-12-30,2,value,mobile,organic,2026-01-30,31,low
U000672,2025-10-06,2,value,mobile,organic,2026-01-30,116,low
U000673,2025-10-11,2,regular,unknown,search,2026-01-30,111,high
U000674,2025-05-28,2,value,web,organic,2026-01-30,247,low
U000675,2025-10-08,1,regular,web,paid_social,2026-01-30,114,med
U000676,2025-11-03,1,value,web,referral,2026-01-30,88,low
U000677,2025-09-27,2,value,web,organic,2026-01-30,125,low
U000678,2025-05-26,2,value,mobile,search,2026-01-30,249,low
U000679,2025-09-13,1,value,web,paid_social,2026-01-30,139,low
U000680,2025-12-25,2,value,mobile,referral,2026-01-30,36,med
U000681,2025-11-02,2,value,web,search,2026-01-30,89,low
U000682,2025-06-08,2,premium,mobile,organic,2026-01-30,236,high
U000683,2025-12-31,3,regular,mobile,paid_social,2026-01-30,30,high
U000684,2025-12-31,3,value,mobile,search,2026-01-30,30,low
U000685,2025-06-16,2,regular,mobile,paid_social,2026-01-30,228,low
U000686,2025-11-22,1,regular,mobile,search,2026-01-30,69,med
U000687,2025-08-15,2,regular,mobile,organic,2026-01-30,168,high
U000688,2025-10-01,2,value,mobile,paid_social,2026-01-30,121,med
U000689,2025-08-24,1,value,web,search,2026-01-30,159,low
U000690,2025-11-17,1,value,web,organic,2026-01-30,74,low
U000691,2026-01-10,1,value,mobile,search,2026-01-30,20,low
U000692,2025-11-20,2,value,web,email,2026-01-30,71,low
U000693,2025-12-24,2,premium,web,paid_social,2026-01-30,37,high
U000694,2025-12-28,1,premium,mobile,organic,2026-01-30,33,high
U000695,2025-05-27,3,value,web,paid_social,2026-01-30,248,low
U000696,2025-07-07,3,regular,mobile,organic,2026-01-30,207,med
U000697,2025-11-02,1,regular,mobile,search,2026-01-30,89,high
U000698,2025-09-30,3,regular,mobile,search,2026-01-30,122,low
U000699,2025-05-17,1,regular,mobile,organic,2026-01-30,258,high
U000700,2025-05-28,3,value,mobile,search,2026-01-30,247,low
U000701,2025-09-12,3,regular,mobile,email,2026-01-30,140,high
U000702,2025-10-06,1,premium,mobile,organic,2026-01-30,116,high
U000703,2025-06-16,3,regular,web,referral,2026-01-30,228,high
U000704,2025-06-16,3,regular,mobile,paid_social,2026-01-30,228,low
U000705,2025-06-06,3,regular,mobile,search,2026-01-30,238,low
U000706,2025-09-23,3,value,web,organic,2026-01-30,129,low
U000707,2025-05-06,2,value,web,organic,2026-01-30,269,low
U000708,2025-09-25,1,regular,mobile,organic,2026-01-30,127,high
U000709,2025-09-01,3,value,web,paid_social,2026-01-30,151,med
U000710,2025-08-29,2,regular,mobile,email,2026-01-30,154,med
U000711,2025-10-22,2,regular,web,referral,2026-01-30,100,high
U000712,2025-09-13,2,regular,web,organic,2026-01-30,139,high
U000713,2025-11-03,2,value,mobile,organic,2026-01-30,88,med
U000714,2025-11-12,1,premium,web,organic,2026-01-30,79,high
U000715,2025-12-21,2,value,web,email,2026-01-30,40,low
U000716,2025-11-21,1,value,mobile,organic,2026-01-30,70,low
U000717,2025-09-11,2,value,web,organic,2026-01-30,141,med
U000718,2025-09-05,3,regular,web,paid_social,2026-01-30,147,med
U000719,2025-07-03,2,premium,mobile,search,2026-01-30,211,high
U000720,2025-10-02,2,value,mobile,organic,2026-01-30,120,med
U000721,2025-06-08,2,premium,mobile,paid_social,2026-01-30,236,high
U000722,2025-12-24,3,value,web,organic,2026-01-30,37,low
U000723,2025-12-03,2,regular,web,organic,2026-01-30,58,high
U000724,2025-06-04,2,value,mobile,organic,2026-01-30,240,low
U000725,2025-11-18,1,regular,mobile,search,2026-01-30,73,high
U000726,2025-06-03,1,regular,web,email,2026-01-30,241,high
U000727,2025-11-02,2,regular,mobile,search,2026-01-30,89,med
U000728,2025-05-27,3,value,web,paid_social,2026-01-30,248,low
U000729,2025-09-04,2,regular,mobile,organic,2026-01-30,148,high
U000730,2025-10-17,1,premium,mobile,paid_social,2026-01-30,105,high
U000731,2025-11-03,3,regular,mobile,email,2026-01-30,88,med
U000732,2025-08-18,2,regular,mobile,search,2026-01-30,165,high
U000733,2025-12-22,3,regular,web,email,2026-01-30,39,high
U000734,2025-11-15,1,value,mobile,paid_social,2026-01-30,76,med
U000735,2025-06-26,2,premium,web,paid_social,2026-01-30,218,high
U000736,2025-10-20,3,value,mobile,organic,2026-01-30,102,low
U000737,2025-11-04,2,regular,mobile,paid_social,2026-01-30,87,high
U000738,2025-07-27,2,value,web,search,2026-01-30,187,low
U000739,2025-11-06,3,value,web,email,2026-01-30,85,low
U000740,2025-12-16,1,regular,web,email,2026-01-30,45,med
U000741,2025-11-26,1,regular,web,search,2026-01-30,65,high
U000742,2025-11-12,2,premium,web,email,2026-01-30,79,high
U000743,2025-10-11,2,premium,mobile,referral,2026-01-30,111,low
U000744,2025-07-11,1,value,web,paid_social,2026-01-30,203,low
U000745,2025-11-20,2,value,mobile,organic,2026-01-30,71,low
U000746,2025-08-04,3,value,mobile,organic,2026-01-30,179,med
U000747,2025-09-15,2,regular,mobile,organic,2026-01-30,137,med
U000748,2025-07-22,2,regular,web,organic,2026-01-30,192,high
U000749,2025-07-22,3,premium,mobile,email,2026-01-30,192,high
U000750,2025-06-13,2,regular,mobile,organic,2026-01-30,231,med
U000751,2026-01-01,3,value,mobile,paid_social,2026-01-30,29,low
U000752,2025-06-11,2,regular,mobile,paid_social,2026-01-30,233,med
U000753,2025-05-26,3,regular,mobile,paid_social,2026-01-30,249,low
U000754,2025-12-25,2,regular,web,organic,2026-01-30,36,high
U000755,2025-09-21,1,value,mobile,search,2026-01-30,131,low
U000756,2025-08-22,3,regular,web,paid_social,2026-01-30,161,high
U000757,2025-11-06,2,regular,mobile,search,2026-01-30,85,low
U000758,2025-08-09,1,value,web,organic,2026-01-30,174,med
U000759,2025-06-06,1,regular,web,paid_social,2026-01-30,238,high
U000760,2025-11-04,2,value,web,organic,2026-01-30,87,low
U000761,2025-06-18,1,regular,web,paid_social,2026-01-30,226,med
U000762,2025-09-20,2,regular,mobile,search,2026-01-30,132,high
U000763,2025-12-29,1,premium,web,organic,2026-01-30,32,high
U000764,2025-12-25,2,value,mobile,referral,2026-01-30,36,low
U000765,2025-08-03,2,value,web,organic,2026-01-30,180,low
U000766,2025-11-16,2,value,mobile,email,2026-01-30,75,med
U000767,2025-10-05,2,regular,web,referral,2026-01-30,117,med
U000768,2025-09-02,1,value,web,search,2026-01-30,150,med
U000769,2025-06-09,2,regular,web,organic,2026-01-30,235,med
U000770,2025-08-07,2,value,mobile,organic,2026-01-30,176,med
U000771,2025-10-15,2,value,mobile,email,2026-01-30,107,low
U000772,2026-01-07,1,regular,mobile,paid_social,2026-01-30,23,med
U000773,2025-05-06,1,regular,web,organic,2026-01-30,269,med
U000774,2025-11-01,1,premium,web,search,2026-01-30,90,high
U000775,2025-12-03,2,regular,web,organic,2026-01-30,58,med
U000776,2025-12-29,2,regular,web,search,2026-01-30,32,high
U000777,2025-08-19,3,regular,mobile,search,2026-01-30,164,high
U000778,2025-06-03,2,regular,web,organic,2026-01-30,241,high
U000779,2025-07-12,2,value,mobile,referral,2026-01-30,202,low
U000780,2025-12-04,2,regular,mobile,organic,2026-01-30,57,med
U000781,2025-12-11,1,regular,web,search,2026-01-30,50,med
U000782,2025-10-11,2,value,web,paid_social,2026-01-30,111,low
U000783,2025-06-04,2,regular,web,email,2026-01-30,240,high
U000784,2025-06-04,2,regular,web,search,2026-01-30,240,low
U000785,2025-09-02,1,regular,web,email,2026-01-30,150,med
U000786,2025-09-29,3,value,mobile,search,2026-01-30,123,low
U000787,2025-05-13,3,regular,web,referral,2026-01-30,262,med
U000788,2025-10-24,1,premium,mobile,organic,2026-01-30,98,high
U000789,2025-09-18,2,value,mobile,paid_social,2026-01-30,134,low
U000790,2025-05-08,3,value,mobile,organic,2026-01-30,267,low
U000791,2025-05-29,2,value,mobile,email,2026-01-30,246,med
U000792,2025-08-27,3,value,web,email,2026-01-30,156,med
U000793,2025-11-02,2,premium,web,search,2026-01-30,89,high
U000794,2025-11-28,3,regular,web,search,2026-01-30,63,high
U000795,2025-08-21,3,value,mobile,paid_social,2026-01-30,162,low
U000796,2025-07-18,1,value,mobile,organic,2026-01-30,196,med
U000797,2026-01-03,2,premium,web,paid_social,2026-01-30,27,high
U000798,2025-08-28,2,value,web,paid_social,2026-01-30,155,low
U000799,2025-07-23,1,regular,web,search,2026-01-30,191,high
U000800,2025-08-24,2,value,web,organic,2026-01-30,159,low
U000801,2025-05-08,3,value,mobile,email,2026-01-30,267,low
U000802,2025-07-19,1,regular,web,organic,2026-01-30,195,med
U000803,2025-09-11,2,value,web,paid_social,2026-01-30,141,low
U000804,2025-12-21,3,regular,web,organic,2026-01-30,40,high
U000805,2025-11-06,2,value,web,organic,2026-01-30,85,low
U000806,2025-11-17,2,regular,web,organic,2026-01-30,74,med
U000807,2025-09-18,3,regular,mobile,search,2026-01-30,134,med
U000808,2025-06-01,2,regular,web,paid_social,2026-01-30,243,med
U000809,2025-08-11,1,value,mobile,search,2026-01-30,172,low
U000810,2026-01-10,1,regular,web,paid_social,2026-01-30,20,med
U000811,2025-05-16,3,premium,web,paid_social,2026-01-30,259,high
U000812,2025-12-11,2,value,web,organic,2026-01-30,50,low
U000813,2025-10-23,2,value,web,organic,2026-01-30,99,low
U000814,2025-07-15,1,regular,web,paid_social,2026-01-30,199,high
U000815,2025-11-16,2,value,unknown,paid_social,2026-01-30,75,low
U000816,2025-12-01,3,regular,mobile,search,2026-01-30,60,med
U000817,2025-05-15,2,regular,mobile,organic,2026-01-30,260,med
U000818,2025-05-31,3,value,mobile,referral,2026-01-30,244,med
U000819,2025-10-19,2,regular,web,organic,2026-01-30,103,high
U000820,2026-01-10,2,regular,mobile,paid_social,2026-01-30,20,med
U000821,2025-05-11,3,value,mobile,organic,2026-01-30,264,low
U000822,2025-10-19,2,premium,web,paid_social,2026-01-30,103,high
U000823,2025-06-08,2,value,web,search,2026-01-30,236,med
U000824,2025-10-15,3,value,web,paid_social,2026-01-30,107,med
U000825,2025-10-08,2,regular,mobile,organic,2026-01-30,114,high
U000826,2025-05-27,2,value,web,search,2026-01-30,248,med
U000827,2025-10-22,3,regular,web,organic,2026-01-30,100,med
U000828,2025-12-16,1,value,mobile,paid_social,2026-01-30,45,low
U000829,2025-12-07,2,regular,web,organic,2026-01-29,53,med
U000830,2025-05-12,1,value,mobile,organic,2026-01-30,263,med
U000831,2025-07-05,2,regular,mobile,paid_social,2026-01-30,209,med
U000832,2025-07-04,1,regular,mobile,organic,2026-01-30,210,high
U000833,2025-08-26,2,regular,mobile,organic,2026-01-30,157,high
U000834,2025-06-09,1,premium,web,referral,2026-01-30,235,high
U000835,2025-12-05,2,regular,mobile,referral,2026-01-30,56,med
U000836,2025-11-15,2,regular,mobile,referral,2026-01-30,76,med
U000837,2025-11-23,2,regular,mobile,organic,2026-01-30,68,med
U000838,2025-06-23,2,premium,web,search,2026-01-30,221,high
U000839,2025-05-08,2,regular,web,paid_social,2026-01-30,267,med
U000840,2025-12-19,2,premium,web,organic,2026-01-30,42,high
U000841,2025-07-16,2,value,web,paid_social,2026-01-30,198,med
U000842,2025-10-16,3,regular,mobile,organic,2026-01-30,106,low
U000843,2025-12-19,2,regular,mobile,email,2026-01-30,42,med
U000844,2025-05-14,1,value,mobile,paid_social,2026-01-30,261,med
U000845,2025-05-06,3,value,mobile,search,2026-01-30,269,med
U000846,2025-05-06,2,premium,web,search,2026-01-30,269,high
U000847,2025-06-13,1,regular,web,organic,2026-01-30,231,high
U000848,2025-05-17,2,value,web,search,2026-01-30,258,low
U000849,2025-11-26,1,value,web,paid_social,2026-01-30,65,med
U000850,2025-10-04,1,regular,web,search,2026-01-30,118,low
U000851,2026-01-05,2,regular,web,search,2026-01-30,25,med
U000852,2025-11-22,1,premium,web,organic,2026-01-30,69,high
U000853,2026-01-01,3,premium,mobile,paid_social,2026-01-30,29,high
